img_path,seq
data/NER_data/twitter2017_images/16_05_01_193.jpg,a man is standing in a field of grass
data/NER_data/twitter2017_images/16_05_01_202.jpg,a large building with a lot of people in it
data/NER_data/twitter2017_images/16_05_01_204.jpg,a close up of a person wearing a tie
data/NER_data/twitter2017_images/16_05_01_205.jpg,a large crowd of people watching a crowd of people
data/NER_data/twitter2017_images/16_05_01_206.jpg,a black and white photo of a bunch of birds
data/NER_data/twitter2017_images/16_05_01_208.jpg,a close up of a person holding a sign
data/NER_data/twitter2017_images/16_05_01_209.jpg,a close up of a person holding a tennis racket
data/NER_data/twitter2017_images/16_05_01_217.jpg,a woman is sitting on the floor in front of a mirror
data/NER_data/twitter2017_images/16_05_01_221.jpg,a person standing in front of a sign at night
data/NER_data/twitter2017_images/16_05_01_222.jpg,a close up of a person wearing a tie
data/NER_data/twitter2017_images/16_05_01_223.jpg,a bed with a blue blanket and a blue pillow
data/NER_data/twitter2017_images/16_05_01_225.jpg,a close up of a toothbrush in a glass case
data/NER_data/twitter2017_images/16_05_01_240.jpg,a close up of a street sign on the side of a building
data/NER_data/twitter2017_images/16_05_01_246.jpg,a car is parked on the side of the road
data/NER_data/twitter2017_images/16_05_01_249.jpg,a man is standing in front of a mirror
data/NER_data/twitter2017_images/16_05_01_253.jpg,a close up of a kite in a field
data/NER_data/twitter2017_images/16_05_01_254.jpg,a close up of a person holding a cell phone
data/NER_data/twitter2017_images/16_05_01_260.jpg,a couple of men standing next to each other
data/NER_data/twitter2017_images/16_05_01_266.jpg,a man in a suit and tie holding a skateboard
data/NER_data/twitter2017_images/16_05_01_270.jpg,a close up of a sign with a clock on it
data/NER_data/twitter2017_images/16_05_01_274.jpg,a woman in a dress standing next to a man on a street
data/NER_data/twitter2017_images/16_05_01_275.jpg,a black and white photo of a sign
data/NER_data/twitter2017_images/16_05_01_276.jpg,a black and white photo of a black and white photo
data/NER_data/twitter2017_images/16_05_01_281.jpg,a close up of a person holding a sign
data/NER_data/twitter2017_images/16_05_01_283.jpg,a close up of a sign with a bird on it
data/NER_data/twitter2017_images/16_05_01_284.jpg,a group of people standing in front of a building
data/NER_data/twitter2017_images/16_05_01_289.jpg,a man is playing a game of frisbee in the woods
data/NER_data/twitter2017_images/16_05_01_29.jpg,a close up of a red and black background
data/NER_data/twitter2017_images/16_05_01_293.jpg,a group of men playing soccer on a field
data/NER_data/twitter2017_images/16_05_01_302.jpg,a person sitting in front of a tv in a dark room
data/NER_data/twitter2017_images/16_05_01_303.jpg,a close up of a person holding a cell phone
data/NER_data/twitter2017_images/16_05_01_304.jpg,a woman in a white dress holding a cell phone
data/NER_data/twitter2017_images/16_05_01_307.jpg,a group of young people standing next to each other
data/NER_data/twitter2017_images/16_05_01_308.jpg,a close up of a person holding a toothbrush
data/NER_data/twitter2017_images/16_05_01_309.jpg,a person standing on a street next to a building
data/NER_data/twitter2017_images/16_05_01_31.jpg,a close up of a person wearing a tie
data/NER_data/twitter2017_images/16_05_01_310.jpg,a couple of people that are holding a cell phone
data/NER_data/twitter2017_images/16_05_01_318.jpg,a close up of a sign with a <unk>
data/NER_data/twitter2017_images/16_05_01_326.jpg,a black and white photo of a black and white wall
data/NER_data/twitter2017_images/16_05_01_327.jpg,a man holding a camera in a field
data/NER_data/twitter2017_images/16_05_01_329.jpg,a close up of a vase with a flower on it
data/NER_data/twitter2017_images/16_05_01_334.jpg,a man is holding a baseball bat in his hand
data/NER_data/twitter2017_images/16_05_01_343.jpg,a man in a blue shirt standing next to a man
data/NER_data/twitter2017_images/16_05_01_344.jpg,a close up of a person holding a skateboard
data/NER_data/twitter2017_images/16_05_01_349.jpg,a picture of a man holding a sign
data/NER_data/twitter2017_images/16_05_01_354.jpg,a sign that says <unk> <unk> <unk>
data/NER_data/twitter2017_images/16_05_01_36.jpg,a man is wearing a green shirt and tie
data/NER_data/twitter2017_images/16_05_01_360.jpg,a close up of a person holding a baseball bat
data/NER_data/twitter2017_images/16_05_01_362.jpg,a close up of a mans head with a black background
data/NER_data/twitter2017_images/16_05_01_363.jpg,a sign that says <unk> <unk> <unk>
data/NER_data/twitter2017_images/16_05_01_367.jpg,a close up of a black and white sign
data/NER_data/twitter2017_images/16_05_01_37.jpg,a black and white photo of a clock
data/NER_data/twitter2017_images/16_05_01_383.jpg,a person wearing a white shirt and black shorts
data/NER_data/twitter2017_images/16_05_01_391.jpg,a close up of a person wearing a tie
data/NER_data/twitter2017_images/16_05_01_396.jpg,a close up of a pink and black sky
data/NER_data/twitter2017_images/16_05_01_399.jpg,a close up of a baseball bat on a field
data/NER_data/twitter2017_images/16_05_01_400.jpg,a man in a baseball uniform holding a baseball bat
data/NER_data/twitter2017_images/16_05_01_406.jpg,a close up of a street sign with a sky background
data/NER_data/twitter2017_images/16_05_01_41.jpg,a man standing in front of a blue and white wall
data/NER_data/twitter2017_images/16_05_01_414.jpg,a close up of a sign on a wall
data/NER_data/twitter2017_images/16_05_01_420.jpg,a close up of a wall with a sign on it
data/NER_data/twitter2017_images/16_05_01_422.jpg,a woman in a white shirt with a tie
data/NER_data/twitter2017_images/16_05_01_425.jpg,a close up of a persons hand on a plant
data/NER_data/twitter2017_images/16_05_01_431.jpg,a couple of young men standing next to each other
data/NER_data/twitter2017_images/16_05_01_438.jpg,a couple of men standing next to each other
data/NER_data/twitter2017_images/16_05_01_441.jpg,a close up of a plate of food on a table
data/NER_data/twitter2017_images/16_05_01_444.jpg,a group of people standing on top of a building
data/NER_data/twitter2017_images/16_05_01_451.jpg,a close up of a building with a clock on it
data/NER_data/twitter2017_images/16_05_01_453.jpg,a black and white photo of a street sign
data/NER_data/twitter2017_images/16_05_01_459.jpg,a close up of a blue and white object
data/NER_data/twitter2017_images/16_05_01_466.jpg,a close up of a plate of food on a table
data/NER_data/twitter2017_images/16_05_01_472.jpg,a close up of a street sign with a sky background
data/NER_data/twitter2017_images/16_05_01_474.jpg,a man holding a cell phone in his hand
data/NER_data/twitter2017_images/16_05_01_480.jpg,a man wearing a helmet and holding skis
data/NER_data/twitter2017_images/16_05_01_489.jpg,a close up of a person wearing a hat and glasses
data/NER_data/twitter2017_images/16_05_01_492.jpg,a close up of a parking meter on a city street
data/NER_data/twitter2017_images/16_05_01_498.jpg,a close up of a person holding a baseball bat
data/NER_data/twitter2017_images/16_05_01_508.jpg,a group of people standing next to each other
data/NER_data/twitter2017_images/16_05_01_509.jpg,a collage of pictures of a cat
data/NER_data/twitter2017_images/16_05_01_510.jpg,a close up of a street sign on a pole
data/NER_data/twitter2017_images/16_05_01_514.jpg,a close up of a cat laying on a blanket
data/NER_data/twitter2017_images/16_05_01_517.jpg,a red apple is sitting on a black background
data/NER_data/twitter2017_images/16_05_01_521.jpg,a man is holding a tennis racket in his hand
data/NER_data/twitter2017_images/16_05_01_532.jpg,a black and white photo of a cell phone
data/NER_data/twitter2017_images/16_05_01_533.jpg,a close up of two street signs on a pole
data/NER_data/twitter2017_images/16_05_01_538.jpg,a close up of a baseball player holding a bat
data/NER_data/twitter2017_images/16_05_01_539.jpg,a close up of a sign on a wall
data/NER_data/twitter2017_images/16_05_01_540.jpg,a group of young women standing next to each other
data/NER_data/twitter2017_images/16_05_01_542.jpg,a man standing on top of a baseball field
data/NER_data/twitter2017_images/16_05_01_548.jpg,a black and white wall with a clock on it
data/NER_data/twitter2017_images/16_05_01_549.jpg,a group of people standing in front of a building
data/NER_data/twitter2017_images/16_05_01_550.jpg,a close up of a person wearing a hat
data/NER_data/twitter2017_images/16_05_01_555.jpg,a close up of a person holding an object in their hand
data/NER_data/twitter2017_images/16_05_01_557.jpg,a woman is standing in front of a painting
data/NER_data/twitter2017_images/16_05_01_564.jpg,a man holding a cell phone in his hand
data/NER_data/twitter2017_images/16_05_01_566.jpg,a close up of a red blanket on a red blanket
data/NER_data/twitter2017_images/16_05_01_568.jpg,a man is sitting on a tree branch
data/NER_data/twitter2017_images/16_05_01_570.jpg,a woman in a blue shirt is holding a tennis racquet
data/NER_data/twitter2017_images/16_05_01_590.jpg,a close up of a person wearing a suit and tie
data/NER_data/twitter2017_images/16_05_01_591.jpg,a group of people that are standing in the snow
data/NER_data/twitter2017_images/16_05_01_594.jpg,a close up of a cake on a plate
data/NER_data/twitter2017_images/16_05_01_595.jpg,a man in a red shirt and a tie
data/NER_data/twitter2017_images/16_05_01_596.jpg,a picture of a person on a skateboard
data/NER_data/twitter2017_images/16_05_01_597.jpg,a sign that says <unk> <unk> on it
data/NER_data/twitter2017_images/16_05_01_599.jpg,a pair of scissors sitting on a table
data/NER_data/twitter2017_images/16_05_01_6.jpg,a black and white photo of a sign
data/NER_data/twitter2017_images/16_05_01_600.jpg,a close up of a person wearing a suit and tie
data/NER_data/twitter2017_images/16_05_01_606.jpg,a painting of a man holding a sign
data/NER_data/twitter2017_images/16_05_01_616.jpg,a picture of a man holding a sign
data/NER_data/twitter2017_images/16_05_01_624.jpg,a close up of a person on a tree branch
data/NER_data/twitter2017_images/16_05_01_627.jpg,a close up of a swimming pool in the water
data/NER_data/twitter2017_images/16_05_01_628.jpg,a close up of a person wearing a tie
data/NER_data/twitter2017_images/16_05_01_632.jpg,a group of young children playing a game of frisbee
data/NER_data/twitter2017_images/16_05_01_633.jpg,a man wearing a hat and holding a baseball bat
data/NER_data/twitter2017_images/16_05_01_636.jpg,a red and white sign that says <unk>
data/NER_data/twitter2017_images/16_05_01_642.jpg,a crowd of people watching a baseball game
data/NER_data/twitter2017_images/16_05_01_645.jpg,a close up of a street sign with a sky background
data/NER_data/twitter2017_images/16_05_01_65.jpg,a street scene with focus on a stop sign
data/NER_data/twitter2017_images/16_05_01_658.jpg,a group of people on a baseball field
data/NER_data/twitter2017_images/16_05_01_66.jpg,a man with a beard and a tie
data/NER_data/twitter2017_images/16_05_01_670.jpg,a man wearing a suit and tie
data/NER_data/twitter2017_images/16_05_01_673.jpg,a man is sitting on a bench in front of a building
data/NER_data/twitter2017_images/16_05_01_677.jpg,a man with a hat and a tie
data/NER_data/twitter2017_images/16_05_01_68.jpg,a picture of a man wearing a tie
data/NER_data/twitter2017_images/16_05_01_681.jpg,a close up of a person holding a skateboard
data/NER_data/twitter2017_images/16_05_01_684.jpg,a close up of a vase with flowers in it
data/NER_data/twitter2017_images/16_05_01_686.jpg,a black and white photo of a bus
data/NER_data/twitter2017_images/16_05_01_688.jpg,a close up of a circular mirror on a black background
data/NER_data/twitter2017_images/16_05_01_692.jpg,a man is standing on the edge of a river
data/NER_data/twitter2017_images/16_05_01_694.jpg,a black and white building with a clock on it
data/NER_data/twitter2017_images/16_05_01_695.jpg,a man is standing in front of a building
data/NER_data/twitter2017_images/16_05_01_697.jpg,a close up of a street sign on a pink wall
data/NER_data/twitter2017_images/16_05_01_7.jpg,a close up of a sign that says <unk>
data/NER_data/twitter2017_images/16_05_01_70.jpg,a man and a woman are standing in front of a building
data/NER_data/twitter2017_images/16_05_01_711.jpg,a close up of a person wearing a suit and tie
data/NER_data/twitter2017_images/16_05_01_717.jpg,a sign that says <unk> <unk> <unk>
data/NER_data/twitter2017_images/16_05_01_718.jpg,a man is looking at a television screen
data/NER_data/twitter2017_images/16_05_01_723.jpg,a young boy is looking at a baseball bat
data/NER_data/twitter2017_images/16_05_01_724.jpg,a painting of a man holding a guitar
data/NER_data/twitter2017_images/16_05_01_732.jpg,a poster of the <unk> of a book
data/NER_data/twitter2017_images/16_05_01_737.jpg,a baseball player kneeling down on a field
data/NER_data/twitter2017_images/16_05_01_739.jpg,a black and white photo of a <unk> sign
data/NER_data/twitter2017_images/16_05_01_741.jpg,a close up of a person holding a baseball bat
data/NER_data/twitter2017_images/16_05_01_746.jpg,a close up of a person holding a cell phone
data/NER_data/twitter2017_images/16_05_01_747.jpg,a man wearing a hat and holding a cane
data/NER_data/twitter2017_images/16_05_01_749.jpg,a man holding a tennis racket in his hand
data/NER_data/twitter2017_images/16_05_01_75.jpg,a close up of a person using a cell phone
data/NER_data/twitter2017_images/16_05_01_753.jpg,a black and white fire hydrant sitting on the ground
data/NER_data/twitter2017_images/16_05_01_760.jpg,a close up of a person wearing a hat
data/NER_data/twitter2017_images/16_05_01_761.jpg,a man with a hat and a hat on
data/NER_data/twitter2017_images/16_05_01_764.jpg,a close up of a person wearing a red tie
data/NER_data/twitter2017_images/16_05_01_765.jpg,a close up of a snow covered ground
data/NER_data/twitter2017_images/16_05_01_767.jpg,a pink and purple flower in a pink pink vase
data/NER_data/twitter2017_images/16_05_01_777.jpg,a close up of a person holding a toothbrush
data/NER_data/twitter2017_images/16_05_01_788.jpg,a man holding a baseball bat in his hand
data/NER_data/twitter2017_images/16_05_01_802.jpg,a close up of a pair of scissors
data/NER_data/twitter2017_images/16_05_01_803.jpg,a group of people sitting on a bench
data/NER_data/twitter2017_images/16_05_01_804.jpg,a group of people sitting on a bench
data/NER_data/twitter2017_images/16_05_01_81.jpg,a close up of a person holding a frisbee
data/NER_data/twitter2017_images/16_05_01_810.jpg,a young boy is laying down on a blanket
data/NER_data/twitter2017_images/16_05_01_813.jpg,a man on a baseball field with a baseball bat
data/NER_data/twitter2017_images/16_05_01_816.jpg,a close up of a sign with a message on it
data/NER_data/twitter2017_images/16_05_01_817.jpg,a large group of people standing in a field
data/NER_data/twitter2017_images/16_05_01_818.jpg,a man holding a baseball bat in front of a crowd
data/NER_data/twitter2017_images/16_05_01_82.jpg,a man sitting on a bench in front of a computer
data/NER_data/twitter2017_images/16_05_01_820.jpg,a woman in a red dress is holding a tennis racket
data/NER_data/twitter2017_images/16_05_01_821.jpg,a person wearing a black jacket and a black tie
data/NER_data/twitter2017_images/16_05_01_86.jpg,a close up of a person wearing a hat
data/NER_data/twitter2017_images/16_05_01_89.jpg,there is a sign that is on the side of a building
data/NER_data/twitter2017_images/16_05_01_96.jpg,a woman in a white dress is sitting on a bench
data/NER_data/twitter2017_images/16_05_01_98.jpg,a black and white photo of a clock on a black background
data/NER_data/twitter2017_images/16_05_02_102.jpg,a black and white photo of a sign
data/NER_data/twitter2017_images/16_05_02_112.jpg,a black and white photo of a sign
data/NER_data/twitter2017_images/16_05_02_122.jpg,a group of baseball players standing on top of a field
data/NER_data/twitter2017_images/16_05_02_125.jpg,a close up of a person wearing a tie
data/NER_data/twitter2017_images/16_05_02_135.jpg,a close up of a sign on a wall
data/NER_data/twitter2017_images/16_05_02_14.jpg,a close up of a mans head on a black object
data/NER_data/twitter2017_images/16_05_02_142.jpg,a close up of a street sign on a street
data/NER_data/twitter2017_images/16_05_02_153.jpg,a close up of a person holding a cell phone
data/NER_data/twitter2017_images/16_05_02_155.jpg,a close up of a person wearing a tie
data/NER_data/twitter2017_images/16_05_02_16.jpg,a close up of a pair of scissors on a table
data/NER_data/twitter2017_images/16_05_02_176.jpg,a couple of people standing next to each other
data/NER_data/twitter2017_images/16_05_02_205.jpg,a close up of a cake on a table
data/NER_data/twitter2017_images/16_05_02_207.jpg,a close up of a pair of scissors
data/NER_data/twitter2017_images/16_05_02_208.jpg,a close up of a person with a hat on
data/NER_data/twitter2017_images/16_05_02_22.jpg,a man holding a basketball on a court
data/NER_data/twitter2017_images/16_05_02_221.jpg,a black and white photo of a man on a horse
data/NER_data/twitter2017_images/16_05_02_238.jpg,a baseball player holding a bat on a field
data/NER_data/twitter2017_images/16_05_02_242.jpg,a picture of a person on a wall
data/NER_data/twitter2017_images/16_05_02_255.jpg,a close up of an orange and black object
data/NER_data/twitter2017_images/16_05_02_260.jpg,a man with a blue shirt and a blue tie
data/NER_data/twitter2017_images/16_05_02_268.jpg,a close up of a sign that reads <unk> <unk>
data/NER_data/twitter2017_images/16_05_02_279.jpg,a man standing on top of a train
data/NER_data/twitter2017_images/16_05_02_280.jpg,a group of people standing on top of a field
data/NER_data/twitter2017_images/16_05_02_284.jpg,a picture of a sign that says <unk> <unk>
data/NER_data/twitter2017_images/16_05_02_310.jpg,a sign that says <unk> <unk> <unk>
data/NER_data/twitter2017_images/16_05_02_322.jpg,a couple of people standing on top of a hill
data/NER_data/twitter2017_images/16_05_02_336.jpg,a close up of a person holding a cell phone
data/NER_data/twitter2017_images/16_05_02_346.jpg,a close up of a sign that reads <unk>
data/NER_data/twitter2017_images/16_05_02_349.jpg,a close up of a person wearing a tie
data/NER_data/twitter2017_images/16_05_02_355.jpg,a group of young men standing next to each other
data/NER_data/twitter2017_images/16_05_02_367.jpg,a baseball player holding a bat on a field
data/NER_data/twitter2017_images/16_05_02_38.jpg,a couple of women standing next to each other
data/NER_data/twitter2017_images/16_05_02_390.jpg,a man in a white shirt and a tie
data/NER_data/twitter2017_images/16_05_02_392.jpg,a man is standing in front of a sign
data/NER_data/twitter2017_images/16_05_02_41.jpg,a blurry picture of a person on a skateboard
data/NER_data/twitter2017_images/16_05_02_410.jpg,a close up of a person wearing a red tie
data/NER_data/twitter2017_images/16_05_02_43.jpg,a baseball player holding a baseball bat on a field
data/NER_data/twitter2017_images/16_05_02_446.jpg,a living room filled with furniture and a fire place
data/NER_data/twitter2017_images/16_05_02_447.jpg,three pictures of a woman and a man
data/NER_data/twitter2017_images/16_05_02_460.jpg,a picture of a person with a sign
data/NER_data/twitter2017_images/16_05_02_473.jpg,a close up of a flower on a surface
data/NER_data/twitter2017_images/16_05_02_50.jpg,a black and white photo of a person wearing a hat
data/NER_data/twitter2017_images/16_05_02_503.jpg,a picture of a man in a white shirt
data/NER_data/twitter2017_images/16_05_02_517.jpg,a close up of a person wearing a tie
data/NER_data/twitter2017_images/16_05_02_527.jpg,a man holding a cell phone in front of a building
data/NER_data/twitter2017_images/16_05_02_533.jpg,a crowd of people watching a parade float
data/NER_data/twitter2017_images/16_05_02_534.jpg,a group of people sitting on a bench
data/NER_data/twitter2017_images/16_05_02_539.jpg,a close up of a sign that reads <unk> <unk>
data/NER_data/twitter2017_images/16_05_02_560.jpg,a man holding a tennis racquet on a tennis court
data/NER_data/twitter2017_images/16_05_02_561.jpg,a man and woman taking a selfie in a mirror
data/NER_data/twitter2017_images/16_05_02_576.jpg,a man standing in front of a window
data/NER_data/twitter2017_images/16_05_02_582.jpg,a close up of a yellow flower in a vase
data/NER_data/twitter2017_images/16_05_02_593.jpg,a close up of a sign with a sky background
data/NER_data/twitter2017_images/16_05_02_596.jpg,a woman with glasses is talking on a cell phone
data/NER_data/twitter2017_images/16_05_02_600.jpg,a man with a beard and a tie
data/NER_data/twitter2017_images/16_05_02_61.jpg,a group of people posing for a picture
data/NER_data/twitter2017_images/16_05_02_610.jpg,a close up of a vase with a flower on it
data/NER_data/twitter2017_images/16_05_02_616.jpg,a close up of a sign on a wall
data/NER_data/twitter2017_images/16_05_02_659.jpg,a woman is sitting on a bench in front of a window
data/NER_data/twitter2017_images/16_05_02_688.jpg,a close up of a toilet in a room
data/NER_data/twitter2017_images/16_05_02_692.jpg,a man wearing a hat and glasses talking on a cell phone
data/NER_data/twitter2017_images/16_05_02_696.jpg,a close up of a person wearing a hat
data/NER_data/twitter2017_images/16_05_02_697.jpg,a couple of women standing next to each other
data/NER_data/twitter2017_images/16_05_02_701.jpg,a sign that has a picture of a cat on it
data/NER_data/twitter2017_images/16_05_02_705.jpg,a picture of a sign on a wall
data/NER_data/twitter2017_images/16_05_02_709.jpg,a close up of a window with a blurry background
data/NER_data/twitter2017_images/16_05_02_753.jpg,a close up of a person holding a baseball bat
data/NER_data/twitter2017_images/16_05_02_756.jpg,a man is sitting on a motorcycle
data/NER_data/twitter2017_images/16_05_02_758.jpg,a picture of a man and a woman
data/NER_data/twitter2017_images/16_05_02_761.jpg,a woman in a purple sweater and a hat
data/NER_data/twitter2017_images/16_05_02_767.jpg,a group of people sitting on a bench near a building
data/NER_data/twitter2017_images/16_05_02_776.jpg,a close up of a sign on a pole
data/NER_data/twitter2017_images/16_05_02_779.jpg,a man holding a cell phone in his hand
data/NER_data/twitter2017_images/16_05_02_785.jpg,a person in a field with a kite
data/NER_data/twitter2017_images/16_05_02_789.jpg,a group of three men standing next to each other
data/NER_data/twitter2017_images/16_05_02_794.jpg,a man wearing a black jacket and a black tie
data/NER_data/twitter2017_images/16_05_02_80.jpg,a man with a tie on standing in front of a wall
data/NER_data/twitter2017_images/16_05_02_803.jpg,a sign that is on the side of a building
data/NER_data/twitter2017_images/16_05_02_804.jpg,a close up of a person holding a surfboard
data/NER_data/twitter2017_images/16_05_02_816.jpg,a black and white photo of a street sign
data/NER_data/twitter2017_images/16_05_02_818.jpg,a close up of a cat on the ground
data/NER_data/twitter2017_images/16_05_02_82.jpg,a close up of a sign with a clock on it
data/NER_data/twitter2017_images/16_05_02_833.jpg,a man in a hat is riding a skateboard
data/NER_data/twitter2017_images/16_05_02_862.jpg,a close up of a person wearing a tie
data/NER_data/twitter2017_images/16_05_02_871.jpg,a large red apple sitting on top of a red tree
data/NER_data/twitter2017_images/16_05_02_875.jpg,a close up of a street sign with a sky background
data/NER_data/twitter2017_images/16_05_02_876.jpg,a yellow fire hydrant with a light on it
data/NER_data/twitter2017_images/16_05_02_878.jpg,a close up of a person holding a baseball bat
data/NER_data/twitter2017_images/16_05_02_904.jpg,a man with a beard and a tie
data/NER_data/twitter2017_images/16_05_02_912.jpg,a poster of a <unk> <unk> <unk> <unk>
data/NER_data/twitter2017_images/16_05_02_919.jpg,a picture of a man on a horse
data/NER_data/twitter2017_images/16_05_02_920.jpg,a close up of a person holding a baseball bat
data/NER_data/twitter2017_images/16_05_02_925.jpg,a close up of a person in a purple dress
data/NER_data/twitter2017_images/16_05_02_938.jpg,a man in a blue shirt is holding a cell phone
data/NER_data/twitter2017_images/16_05_02_939.jpg,an old building with a clock mounted on its side
data/NER_data/twitter2017_images/16_05_02_940.jpg,a close up of a sign that says <unk>
data/NER_data/twitter2017_images/16_05_02_941.jpg,a close up of a person wearing a red tie
data/NER_data/twitter2017_images/16_05_02_955.jpg,a close up of a sign on the side of a building
data/NER_data/twitter2017_images/16_05_02_964.jpg,a group of young women playing a game of soccer
data/NER_data/twitter2017_images/16_05_02_970.jpg,a close up of a person holding a remote
data/NER_data/twitter2017_images/16_05_02_972.jpg,a man in a dark room with a cat
data/NER_data/twitter2017_images/16_05_02_973.jpg,a close up of a person holding a cell phone
data/NER_data/twitter2017_images/16_05_02_98.jpg,a close up of a person wearing a tie
data/NER_data/twitter2017_images/16_05_03_1044.jpg,a man holding a frisbee in front of a crowd
data/NER_data/twitter2017_images/16_05_03_1055.jpg,a close up of a sign on a wall
data/NER_data/twitter2017_images/16_05_03_1119.jpg,a close up of a cup of tooth brushes on a table
data/NER_data/twitter2017_images/16_05_03_1147.jpg,a black and white photo of a man
data/NER_data/twitter2017_images/16_05_03_1168.jpg,a man holding a tennis racket in his hand
data/NER_data/twitter2017_images/16_05_03_1179.jpg,a man with a beard and a tie
data/NER_data/twitter2017_images/16_05_03_1213.jpg,a close up of a street sign with a sky background
data/NER_data/twitter2017_images/16_05_03_1226.jpg,a sign that says <unk> <unk> <unk>
data/NER_data/twitter2017_images/16_05_03_1235.jpg,a sign that says <unk> <unk> <unk> on it
data/NER_data/twitter2017_images/16_05_03_191.jpg,a black and white photo of a man with a tie
data/NER_data/twitter2017_images/16_05_03_194.jpg,a group of people playing soccer on a field
data/NER_data/twitter2017_images/16_05_03_198.jpg,a close up of a person with a tie on
data/NER_data/twitter2017_images/16_05_03_200.jpg,a man holding a ball in his hands
data/NER_data/twitter2017_images/16_05_03_201.jpg,a close up of a person holding a frisbee
data/NER_data/twitter2017_images/16_05_03_208.jpg,a man holding a baseball bat on top of a field
data/NER_data/twitter2017_images/16_05_03_210.jpg,a close up of a close up picture of a <unk>
data/NER_data/twitter2017_images/16_05_03_223.jpg,a black and white photo of a man in the dark
data/NER_data/twitter2017_images/16_05_03_237.jpg,a close up of a person holding a cell phone
data/NER_data/twitter2017_images/16_05_03_239.jpg,a close up of a person wearing a tie
data/NER_data/twitter2017_images/16_05_03_260.jpg,a man wearing a black hat and a black tie
data/NER_data/twitter2017_images/16_05_03_32.jpg,a couple of people that are standing in front of a building
data/NER_data/twitter2017_images/16_05_03_387.jpg,a sign on the side of a street
data/NER_data/twitter2017_images/16_05_03_392.jpg,a man standing in front of a fence with zebras
data/NER_data/twitter2017_images/16_05_03_397.jpg,a man in a shirt with a tie on
data/NER_data/twitter2017_images/16_05_03_421.jpg,a close up of a person holding a remote control
data/NER_data/twitter2017_images/16_05_03_446.jpg,a close up of a sign that says <unk> <unk>
data/NER_data/twitter2017_images/16_05_03_49.jpg,a close up of a person holding a cell phone
data/NER_data/twitter2017_images/16_05_03_550.jpg,a man holding a tennis racquet in his right hand
data/NER_data/twitter2017_images/16_05_03_567.jpg,a woman in a red dress standing on a sidewalk
data/NER_data/twitter2017_images/16_05_03_576.jpg,a close up of a sign on a building
data/NER_data/twitter2017_images/16_05_03_587.jpg,a poster of a <unk> with the words <unk> <unk> on it
data/NER_data/twitter2017_images/16_05_03_594.jpg,a black and white picture of a black and white tennis ball
data/NER_data/twitter2017_images/16_05_03_598.jpg,a man standing next to a woman holding a teddy bear
data/NER_data/twitter2017_images/16_05_03_630.jpg,a small pug dog with a ball in its mouth
