img_path,seq
data/RE_data/img_org/train/twitter_19_31_19_56.jpg,a man with a beard and a tie
data/RE_data/img_org/train/twitter_19_31_19_65.jpg,a close up of a man wearing a suit and tie
data/RE_data/img_org/train/twitter_19_31_19_68.jpg,a close up of a sign that reads <unk>
data/RE_data/img_org/train/twitter_19_31_19_7.jpg,a large building at night with a building in the background
data/RE_data/img_org/train/twitter_19_31_19_71.jpg,a man is holding a baseball bat on a snowy day
data/RE_data/img_org/train/twitter_19_31_19_8.jpg,a plate of food with a spoon and a spoon
data/RE_data/img_org/train/twitter_19_31_19_88.jpg,a picture of some flowers in a vase
data/RE_data/img_org/train/twitter_19_31_19_9.jpg,a close up of a zebra with a white background
data/RE_data/img_org/train/twitter_19_31_19_96.jpg,a man kicking a soccer ball across a field
data/RE_data/img_org/train/twitter_19_31_1_19.jpg,a large brick building with a clock tower in the background
data/RE_data/img_org/train/twitter_19_31_1_2.jpg,a man and a woman standing next to each other
data/RE_data/img_org/train/twitter_19_31_1_4.jpg,a group of people standing next to each other
data/RE_data/img_org/train/twitter_19_31_1_42.jpg,a close up of a kite on a wire
data/RE_data/img_org/train/twitter_19_31_1_5.jpg,a view of a snow covered mountain in the snow
data/RE_data/img_org/train/twitter_19_31_1_63.jpg,a group of people standing on a sidewalk
data/RE_data/img_org/train/twitter_19_31_1_66.jpg,a view of a snowy landscape with a snow covered mountain in the background
data/RE_data/img_org/train/twitter_19_31_1_74.jpg,a close up of a street sign on a pole
data/RE_data/img_org/train/twitter_19_31_1_78.jpg,a black and white photo of a cow laying on its side
data/RE_data/img_org/train/twitter_19_31_1_8.jpg,a view of a mountain range with a snow capped mountain in the background
data/RE_data/img_org/train/twitter_19_31_1_87.jpg,a cake that is on a green table
data/RE_data/img_org/train/twitter_19_31_1_90.jpg,a living room filled with furniture and purple flowers
data/RE_data/img_org/train/twitter_19_31_1_99.jpg,a couple of people standing next to each other
data/RE_data/img_org/train/twitter_19_31_20_35.jpg,a group of people standing in front of a large building
data/RE_data/img_org/train/twitter_19_31_20_51.jpg,a page of a picture of a bird
data/RE_data/img_org/train/twitter_19_31_20_55.jpg,a couple of men standing next to each other
data/RE_data/img_org/train/twitter_19_31_20_66.jpg,a sign that is on a piece of paper
data/RE_data/img_org/train/twitter_19_31_20_72.jpg,a group of young men standing next to each other
data/RE_data/img_org/train/twitter_19_31_20_92.jpg,a couple of people that are walking in the dirt
data/RE_data/img_org/train/twitter_19_31_20_93.jpg,a woman holding a cell phone in her hand
data/RE_data/img_org/train/twitter_19_31_20_95.jpg,a woman sitting in a chair with a smile on her face
data/RE_data/img_org/train/twitter_19_31_21_0.jpg,a kite flying high in the sky at night
data/RE_data/img_org/train/twitter_19_31_21_14.jpg,a man and a woman standing next to each other
data/RE_data/img_org/train/twitter_19_31_21_16.jpg,a man wearing a red hat and holding a pair of scissors
data/RE_data/img_org/train/twitter_19_31_21_25.jpg,a close up of a black animal in the water
data/RE_data/img_org/train/twitter_19_31_21_27.jpg,a red car is parked in a parking lot
data/RE_data/img_org/train/twitter_19_31_21_3.jpg,a close up of a person holding a teddy bear
data/RE_data/img_org/train/twitter_19_31_21_50.jpg,a person sitting at a desk with a laptop
data/RE_data/img_org/train/twitter_19_31_21_58.jpg,a group of young men standing next to each other
data/RE_data/img_org/train/twitter_19_31_21_77.jpg,a man and a woman pose for a picture
data/RE_data/img_org/train/twitter_19_31_21_86.jpg,a close up of a man with a hat on
data/RE_data/img_org/train/twitter_19_31_21_88.jpg,a man and a woman pose for a picture
data/RE_data/img_org/train/twitter_19_31_21_90.jpg,two goats are walking down the road in the grass
data/RE_data/img_org/train/twitter_19_31_22_13.jpg,a person is riding a wave on a surfboard
data/RE_data/img_org/train/twitter_19_31_22_22.jpg,a close up of a picture of a kite
data/RE_data/img_org/train/twitter_19_31_22_28.jpg,a large building with a clock tower on top of it
data/RE_data/img_org/train/twitter_19_31_22_29.jpg,a baseball player is holding a bat in his hand
data/RE_data/img_org/train/twitter_19_31_22_35.jpg,a black and white photo of a woman with a tennis racket
data/RE_data/img_org/train/twitter_19_31_22_38.jpg,a man wearing a hat and a tie
data/RE_data/img_org/train/twitter_19_31_22_45.jpg,a couple of people sitting on top of a tennis court
data/RE_data/img_org/train/twitter_19_31_22_5.jpg,a person in a car holding a cell phone
data/RE_data/img_org/train/twitter_19_31_22_53.jpg,a woman in a black shirt and a black tie
data/RE_data/img_org/train/twitter_19_31_22_59.jpg,a group of people standing in front of a store
data/RE_data/img_org/train/twitter_19_31_22_61.jpg,a young boy wearing a sweater and a tie
data/RE_data/img_org/train/twitter_19_31_22_72.jpg,a close up of a clock on a table
data/RE_data/img_org/train/twitter_19_31_22_74.jpg,a statue of a man in a suit and tie
data/RE_data/img_org/train/twitter_19_31_22_81.jpg,a group of people standing in a room
data/RE_data/img_org/train/twitter_19_31_22_83.jpg,a picture of a man holding a frisbee
data/RE_data/img_org/train/twitter_19_31_22_89.jpg,a baseball player holding a bat on a field
data/RE_data/img_org/train/twitter_19_31_23_16.jpg,a group of people sitting next to each other
data/RE_data/img_org/train/twitter_19_31_23_17.jpg,a woman in a purple dress is on a cell phone
data/RE_data/img_org/train/twitter_19_31_23_19.jpg,a woman is sitting on a bench talking on a cell phone
data/RE_data/img_org/train/twitter_19_31_23_21.jpg,a woman in a pink dress holding a pink umbrella
data/RE_data/img_org/train/twitter_19_31_23_23.jpg,a man and a woman pose for a picture
data/RE_data/img_org/train/twitter_19_31_23_32.jpg,a group of people standing in a room
data/RE_data/img_org/train/twitter_19_31_23_34.jpg,a group of people are standing near a motorcycle
data/RE_data/img_org/train/twitter_19_31_23_5.jpg,a group of people sitting on a bench in front of a crowd
data/RE_data/img_org/train/twitter_19_31_23_52.jpg,a red truck parked in a parking lot
data/RE_data/img_org/train/twitter_19_31_23_53.jpg,a close up of a sign that reads <unk> <unk>
data/RE_data/img_org/train/twitter_19_31_23_64.jpg,a woman is sitting on a chair with a cell phone
data/RE_data/img_org/train/twitter_19_31_23_69.jpg,a black and white image of a black bird
data/RE_data/img_org/train/twitter_19_31_23_70.jpg,a man standing next to a white truck
data/RE_data/img_org/train/twitter_19_31_23_71.jpg,a laptop computer sitting on top of a white surface
data/RE_data/img_org/train/twitter_19_31_23_77.jpg,a woman is sitting at a table with a cake
data/RE_data/img_org/train/twitter_19_31_23_82.jpg,a picture of a man with a beard
data/RE_data/img_org/train/twitter_19_31_23_83.jpg,a man wearing a red hat and glasses
data/RE_data/img_org/train/twitter_19_31_23_89.jpg,a page of a picture of a page of a book
data/RE_data/img_org/train/twitter_19_31_2_20.jpg,a couple of people that are holding a sign
data/RE_data/img_org/train/twitter_19_31_2_28.jpg,a close up of a black and white background
data/RE_data/img_org/train/twitter_19_31_2_36.jpg,a man sitting on a step in front of a building
data/RE_data/img_org/train/twitter_19_31_2_38.jpg,a woman in a white shirt and a tie
data/RE_data/img_org/train/twitter_19_31_2_39.jpg,a person is sitting on a bus in a bus
data/RE_data/img_org/train/twitter_19_31_2_44.jpg,a group of people sitting at a table
data/RE_data/img_org/train/twitter_19_31_2_47.jpg,a close up of a blue and white tennis racket
data/RE_data/img_org/train/twitter_19_31_2_54.jpg,a group of women sitting on top of a red bench
data/RE_data/img_org/train/twitter_19_31_2_57.jpg,a little boy sitting on a couch with a stuffed animal
data/RE_data/img_org/train/twitter_19_31_2_6.jpg,a couple of people that are sitting at a table
data/RE_data/img_org/train/twitter_19_31_2_60.jpg,a group of people standing around each other
data/RE_data/img_org/train/twitter_19_31_2_65.jpg,a white vase with white flowers on it
data/RE_data/img_org/train/twitter_19_31_2_67.jpg,a man and a woman wearing a red tie
data/RE_data/img_org/train/twitter_19_31_2_73.jpg,a man holding a cell phone in front of a crowd
data/RE_data/img_org/train/twitter_19_31_2_75.jpg,a couple of people standing next to each other
data/RE_data/img_org/train/twitter_19_31_2_76.jpg,a man wearing a suit and tie holding a microphone
data/RE_data/img_org/train/twitter_19_31_2_90.jpg,a man and a woman are sitting on a bench
data/RE_data/img_org/train/twitter_19_31_3_17.jpg,a woman holding a red umbrella in her hand
data/RE_data/img_org/train/twitter_19_31_3_2.jpg,a tall building with a red flag on top
data/RE_data/img_org/train/twitter_19_31_3_25.jpg,a sign that says <unk> <unk> <unk> <unk>
data/RE_data/img_org/train/twitter_19_31_3_38.jpg,a bedroom with a large bed and a painting on the wall
data/RE_data/img_org/train/twitter_19_31_3_40.jpg,a couple of men standing next to each other
data/RE_data/img_org/train/twitter_19_31_3_61.jpg,a man in glasses is holding a teddy bear
data/RE_data/img_org/train/twitter_19_31_3_62.jpg,a close up of a person wearing a shirt and tie
data/RE_data/img_org/train/twitter_19_31_3_73.jpg,a black and white photo of a tree
data/RE_data/img_org/train/twitter_19_31_3_80.jpg,a group of women standing next to each other
data/RE_data/img_org/train/twitter_19_31_3_9.jpg,a man in a black jacket is talking on a cell phone
data/RE_data/img_org/train/twitter_19_31_5_12.jpg,a sign for a restaurant on a street corner
data/RE_data/img_org/train/twitter_19_31_5_24.jpg,a flock of birds flying in the sky
data/RE_data/img_org/train/twitter_19_31_5_27.jpg,a woman with a hair dryer in her hair
data/RE_data/img_org/train/twitter_19_31_5_29.jpg,a man in a suit and tie standing in front of a wall
data/RE_data/img_org/train/twitter_19_31_5_3.jpg,a small white house with a large window
data/RE_data/img_org/train/twitter_19_31_5_31.jpg,a close up of a person wearing glasses and a tie
data/RE_data/img_org/train/twitter_19_31_5_4.jpg,a close up of a person wearing a tie
data/RE_data/img_org/train/twitter_19_31_5_41.jpg,a man holding a tennis racquet on a tennis court
data/RE_data/img_org/train/twitter_19_31_5_50.jpg,a man and woman pose for a picture
data/RE_data/img_org/train/twitter_19_31_5_57.jpg,a close up of a red and black object
data/RE_data/img_org/train/twitter_19_31_5_67.jpg,a man standing next to a woman in a room
data/RE_data/img_org/train/twitter_19_31_5_69.jpg,a large green plant that is in the middle of a plant
data/RE_data/img_org/train/twitter_19_31_5_7.jpg,a man in a hat is holding up a cell phone
data/RE_data/img_org/train/twitter_19_31_5_71.jpg,a close up of a lamp with a sky background
data/RE_data/img_org/train/twitter_19_31_5_85.jpg,a man wearing a black jacket and a black hat
data/RE_data/img_org/train/twitter_19_31_5_86.jpg,a poster of a magazine with a book
data/RE_data/img_org/train/twitter_19_31_5_96.jpg,a sign that is sitting on the ground
data/RE_data/img_org/train/twitter_19_31_5_97.jpg,a poster of the words <unk> <unk> <unk>
data/RE_data/img_org/train/twitter_19_31_7_12.jpg,a man standing in a field holding a frisbee
data/RE_data/img_org/train/twitter_19_31_7_17.jpg,a woman cuts a piece of cake with a knife
data/RE_data/img_org/train/twitter_19_31_7_26.jpg,a snowy road with a street sign on it
data/RE_data/img_org/train/twitter_19_31_7_27.jpg,a close up of a pair of red shoes
data/RE_data/img_org/train/twitter_19_31_7_30.jpg,a woman in a red dress is talking on a cell phone
data/RE_data/img_org/train/twitter_19_31_7_33.jpg,a man wearing a suit and tie sitting in front of a sign
data/RE_data/img_org/train/twitter_19_31_7_4.jpg,a woman standing next to a bunch of stuffed animals
data/RE_data/img_org/train/twitter_19_31_7_42.jpg,a man is holding a pair of scissors
data/RE_data/img_org/train/twitter_19_31_7_43.jpg,a woman holding a stuffed animal in her mouth
data/RE_data/img_org/train/twitter_19_31_7_45.jpg,a group of people sitting at a wooden table
data/RE_data/img_org/train/twitter_19_31_7_47.jpg,a group of people standing around each other
data/RE_data/img_org/train/twitter_19_31_7_52.jpg,a group of people standing in front of a bus
data/RE_data/img_org/train/twitter_19_31_7_55.jpg,a close up of a street sign with a building in the background
data/RE_data/img_org/train/twitter_19_31_7_57.jpg,a woman with a smile on her face with a smile on her face
data/RE_data/img_org/train/twitter_19_31_7_63.jpg,a close up of a toilet with a picture of a cat
data/RE_data/img_org/train/twitter_19_31_7_68.jpg,a picture of a man and a woman on skis
data/RE_data/img_org/train/twitter_19_31_7_72.jpg,a poster of a magazine with a cell phone
data/RE_data/img_org/train/twitter_19_31_7_73.jpg,a woman is talking on a cell phone
data/RE_data/img_org/train/twitter_19_31_7_74.jpg,a man wearing a hat and holding a cell phone
data/RE_data/img_org/train/twitter_19_31_7_78.jpg,a close up of a person holding a toothbrush
data/RE_data/img_org/train/twitter_19_31_7_81.jpg,a picture of a person holding a cell phone
data/RE_data/img_org/train/twitter_19_31_7_89.jpg,a bathroom sink with a toothbrush and toothpaste on it
data/RE_data/img_org/train/twitter_19_31_7_9.jpg,a man in a blue jacket is standing in the snow
data/RE_data/img_org/train/twitter_19_31_7_91.jpg,a large building with a clock tower in the middle
data/RE_data/img_org/train/twitter_19_31_7_92.jpg,a snowy field with trees and a bench
data/RE_data/img_org/train/twitter_19_31_7_98.jpg,a close up of a street sign on a red background
data/RE_data/img_org/train/twitter_19_31_8_15.jpg,the snow covered trees are covered in snow
data/RE_data/img_org/train/twitter_19_31_8_24.jpg,a group of people standing next to each other
data/RE_data/img_org/train/twitter_19_31_8_3.jpg,a young man holding a cell phone in his hand
data/RE_data/img_org/train/twitter_19_31_8_48.jpg,a crowd of people standing in front of a building
