img_path,seq
data/NER_data/twitter2015_images/1007229.jpg,a close up of a person holding a skateboard
data/NER_data/twitter2015_images/1007391.jpg,a woman sitting on a chair in front of a white lawn chair
data/NER_data/twitter2015_images/1007521.jpg,a close up of a person wearing a tie
data/NER_data/twitter2015_images/1007628.jpg,a close up of a sign on a building
data/NER_data/twitter2015_images/1007631.jpg,a person is flying a kite on the beach
data/NER_data/twitter2015_images/1007835.jpg,a dog with a hat on its head
data/NER_data/twitter2015_images/1007890.jpg,a poster of a magazine with a man in the background
data/NER_data/twitter2015_images/1008037.jpg,a close up of a person wearing a hat and a tie
data/NER_data/twitter2015_images/1008307.jpg,a man in a suit and tie sitting at a table
data/NER_data/twitter2015_images/1008376.jpg,a picture of a person in a room
data/NER_data/twitter2015_images/1008493.jpg,a sign that is on the side of a building
data/NER_data/twitter2015_images/1008498.jpg,a woman in a black shirt and a red tie
data/NER_data/twitter2015_images/1008823.jpg,a man in a red shirt is playing a game of frisbee
data/NER_data/twitter2015_images/1008871.jpg,a view of a sunset over the ocean
data/NER_data/twitter2015_images/1008900.jpg,a group of birds are flying in the air
data/NER_data/twitter2015_images/1008980.jpg,a man is standing in front of a sign
data/NER_data/twitter2015_images/1009141.jpg,a man and a woman in a red hat
data/NER_data/twitter2015_images/1009286.jpg,a man standing in a field next to a park bench
data/NER_data/twitter2015_images/1009341.jpg,a plane flying in the air with a sky background
data/NER_data/twitter2015_images/1009352.jpg,a close up of a person on a cell phone
data/NER_data/twitter2015_images/1009834.jpg,a man is wearing a hat and tie
data/NER_data/twitter2015_images/1009966.jpg,a close up of a person holding a cell phone
data/NER_data/twitter2015_images/1010214.jpg,a black and white photo of a person in the rain
data/NER_data/twitter2015_images/1010770.jpg,a close up of a person wearing a tie
data/NER_data/twitter2015_images/1011101.jpg,a group of people standing around each other
data/NER_data/twitter2015_images/1011103.jpg,a picture of a man sitting at a table
data/NER_data/twitter2015_images/1011219.jpg,a close up of a person wearing a tie
data/NER_data/twitter2015_images/10113.jpg,a close up of a person wearing a tie
data/NER_data/twitter2015_images/1011542.jpg,a picture of a woman holding a suitcase
data/NER_data/twitter2015_images/1011691.jpg,a close up of two pairs of scissors on a white surface
data/NER_data/twitter2015_images/1012126.jpg,a close up of a bowl of food on a table
data/NER_data/twitter2015_images/1012258.jpg,a blue tiled wall with a sign on it
data/NER_data/twitter2015_images/1012477.jpg,a collage of photos with a blue and yellow wall
data/NER_data/twitter2015_images/1012623.jpg,a group of books sitting on top of a shelf
data/NER_data/twitter2015_images/1012648.jpg,a close up of a person wearing a tie
data/NER_data/twitter2015_images/1013302.jpg,a man with glasses is looking at the camera
data/NER_data/twitter2015_images/1013485.jpg,a man is standing in front of a mirror
data/NER_data/twitter2015_images/10139.jpg,a couple of people standing next to each other
data/NER_data/twitter2015_images/1014072.jpg,a baseball player holding a bat on a field
data/NER_data/twitter2015_images/1014108.jpg,a close up of a person wearing a tie
data/NER_data/twitter2015_images/1014176.jpg,a couple of birds sitting on top of a boat
data/NER_data/twitter2015_images/1014188.jpg,a group of three men standing next to each other
data/NER_data/twitter2015_images/1014192.jpg,a large body of water with trees in the background
data/NER_data/twitter2015_images/1014342.jpg,a man reading a book in front of a sign
data/NER_data/twitter2015_images/1014677.jpg,a sign that says <unk> <unk> on it
data/NER_data/twitter2015_images/1014745.jpg,a group of men standing next to each other
data/NER_data/twitter2015_images/1015281.jpg,a baseball player holding a ball in his hands
data/NER_data/twitter2015_images/1015589.jpg,a baseball player throwing a ball on a field
data/NER_data/twitter2015_images/1015598.jpg,a person holding a red object in their hands
data/NER_data/twitter2015_images/1015763.jpg,a man and a woman in a red dress
data/NER_data/twitter2015_images/1015771.jpg,a picture of a man with a sign in the background
data/NER_data/twitter2015_images/1015799.jpg,a woman is walking down the sidewalk with a skateboard
data/NER_data/twitter2015_images/1016082.jpg,a close up of a plate of food on a table
data/NER_data/twitter2015_images/1016119.jpg,a man is sitting in front of a wall
data/NER_data/twitter2015_images/1016444.jpg,a stuffed animal is sitting on a bed
data/NER_data/twitter2015_images/1016986.jpg,a man in a white shirt and a black tie
data/NER_data/twitter2015_images/1017215.jpg,a group of people sitting on a bench
data/NER_data/twitter2015_images/1017555.jpg,a person with a tie and a shirt
data/NER_data/twitter2015_images/1017918.jpg,a man standing in a room next to a window
data/NER_data/twitter2015_images/1017940.jpg,a woman sitting in a chair looking at a television screen
data/NER_data/twitter2015_images/1018154.jpg,a sign that says <unk> <unk> <unk> on it
data/NER_data/twitter2015_images/1018219.jpg,a yellow truck parked in a parking lot
data/NER_data/twitter2015_images/1018276.jpg,a large building with a clock on the side of it
data/NER_data/twitter2015_images/1018305.jpg,a sign that says <unk> <unk> <unk>
data/NER_data/twitter2015_images/1018397.jpg,a woman is brushing her hair in a bathroom
data/NER_data/twitter2015_images/1018456.jpg,a group of people sitting at a table
data/NER_data/twitter2015_images/1018536.jpg,a black and white photo of a person wearing a suit and tie
data/NER_data/twitter2015_images/1018547.jpg,a book with a book on it
data/NER_data/twitter2015_images/1018601.jpg,a man in a white shirt is sitting at a table
data/NER_data/twitter2015_images/1018606.jpg,a group of men standing next to each other
data/NER_data/twitter2015_images/1019015.jpg,a close up of a person wearing a shirt and tie
data/NER_data/twitter2015_images/1019126.jpg,a group of people sitting on a couch in a living room
data/NER_data/twitter2015_images/1019749.jpg,a close up of a man holding a sign
data/NER_data/twitter2015_images/1019833.jpg,a city street with a clock tower in the middle
data/NER_data/twitter2015_images/1019896.jpg,a couple of people sitting at a table
data/NER_data/twitter2015_images/1019987.jpg,a group of people sitting at a table
data/NER_data/twitter2015_images/1019998.jpg,a close up of a person holding a cell phone
data/NER_data/twitter2015_images/102.jpg,a woman standing in front of a crowd of people
data/NER_data/twitter2015_images/1020429.jpg,a man wearing a suit and tie
data/NER_data/twitter2015_images/1020498.jpg,a black and white photo of a man in a suit and tie
data/NER_data/twitter2015_images/1020552.jpg,there is a sign that says <unk> <unk>
data/NER_data/twitter2015_images/1020724.jpg,a bunch of signs that are on a wall
data/NER_data/twitter2015_images/1020735.jpg,a man wearing a hat and a tie
data/NER_data/twitter2015_images/1020871.jpg,a white toilet sitting on top of a wooden table
data/NER_data/twitter2015_images/1020981.jpg,a man in a black shirt is holding a cell phone
data/NER_data/twitter2015_images/10215.jpg,a man standing in front of a green tree
data/NER_data/twitter2015_images/1021704.jpg,a close up of a person on a motorcycle
data/NER_data/twitter2015_images/1022229.jpg,a woman standing in front of a stone wall
data/NER_data/twitter2015_images/1022832.jpg,a man is riding a boat on the water
data/NER_data/twitter2015_images/1022845.jpg,a tree is in the woods in the woods
data/NER_data/twitter2015_images/1022861.jpg,a close up of a person holding a cell phone
data/NER_data/twitter2015_images/1022904.jpg,a couple of people sitting at a table with a laptop
data/NER_data/twitter2015_images/1022907.jpg,a man wearing a suit and tie standing next to a wall
data/NER_data/twitter2015_images/1022981.jpg,a close up of a person wearing a suit and tie
data/NER_data/twitter2015_images/1023042.jpg,a collage of photos with a black and white background
data/NER_data/twitter2015_images/1023134.jpg,a group of people sitting on top of a bench
data/NER_data/twitter2015_images/1023407.jpg,a man sitting on the floor with a remote control
data/NER_data/twitter2015_images/10239.jpg,a black and white photo of a woman with a tie
data/NER_data/twitter2015_images/10241.jpg,a couple of people standing next to each other
data/NER_data/twitter2015_images/1024742.jpg,a large body of water with a bunch of animals in it
data/NER_data/twitter2015_images/1024743.jpg,a close up of a person wearing a tie
data/NER_data/twitter2015_images/1024925.jpg,a close up of a bunch of carrots
data/NER_data/twitter2015_images/1024996.jpg,a close up of a bench with a sky background
data/NER_data/twitter2015_images/1025069.jpg,a large body of water with a boat in the water
data/NER_data/twitter2015_images/1025245.jpg,a close up of a animal on a tree branch
data/NER_data/twitter2015_images/1025384.jpg,a black and white cat looking at the camera
data/NER_data/twitter2015_images/1025411.jpg,a river filled with lots of flowers and trees
data/NER_data/twitter2015_images/1025629.jpg,a woman in a white dress and a white dress
data/NER_data/twitter2015_images/1025686.jpg,a group of boats floating on top of a lake
data/NER_data/twitter2015_images/1025886.jpg,a view of a valley with a mountain in the background
data/NER_data/twitter2015_images/1026102.jpg,a close up of a glass vase with a bird on it
data/NER_data/twitter2015_images/1026486.jpg,a group of people sitting at a table in a room
data/NER_data/twitter2015_images/1026506.jpg,a group of people standing next to a truck
data/NER_data/twitter2015_images/1026603.jpg,a close up of a person holding a cell phone
data/NER_data/twitter2015_images/1026668.jpg,a couple of people standing next to each other
data/NER_data/twitter2015_images/1026677.jpg,a group of people standing around a bed
data/NER_data/twitter2015_images/1026973.jpg,a cat laying on a blanket next to a book
data/NER_data/twitter2015_images/1027114.jpg,a couple of animals that are in a cage
data/NER_data/twitter2015_images/1027218.jpg,a man is riding a wave on a surfboard
data/NER_data/twitter2015_images/1027257.jpg,a person on a surfboard in the water
data/NER_data/twitter2015_images/1027807.jpg,a black and white photo of a woman in a costume
data/NER_data/twitter2015_images/1027939.jpg,a group of animals that are standing in the grass
data/NER_data/twitter2015_images/1028891.jpg,a group of people sitting on a bench looking at a book
data/NER_data/twitter2015_images/1029520.jpg,a man wearing a hat and sunglasses is looking at the water
data/NER_data/twitter2015_images/1029553.jpg,a woman in a green dress holding a flower
data/NER_data/twitter2015_images/1030106.jpg,a man wearing a hat and sunglasses
data/NER_data/twitter2015_images/1030624.jpg,a close up of a person with a pink tie
data/NER_data/twitter2015_images/1030631.jpg,a bowl of soup with meat and vegetables in it
data/NER_data/twitter2015_images/1030751.jpg,a close up of a person wearing a tie
data/NER_data/twitter2015_images/1030758.jpg,a picture of a man holding a surfboard
data/NER_data/twitter2015_images/1030775.jpg,a man standing next to a brown horse
data/NER_data/twitter2015_images/1031051.jpg,a close up of a plate of food on a table
data/NER_data/twitter2015_images/10313.jpg,a close up of a person wearing a tie
data/NER_data/twitter2015_images/1031361.jpg,a sign that is on the side of a building
data/NER_data/twitter2015_images/10315.jpg,a black and white photo of a man and a woman
data/NER_data/twitter2015_images/1031893.jpg,a piece of luggage sitting on top of a floor
data/NER_data/twitter2015_images/1032481.jpg,a man in a hat is standing in the snow
data/NER_data/twitter2015_images/1032623.jpg,a group of people sitting at a table
data/NER_data/twitter2015_images/1032634.jpg,a group of women standing next to each other
data/NER_data/twitter2015_images/1032660.jpg,a group of people sitting on the ground next to a building
data/NER_data/twitter2015_images/1032683.jpg,a man standing next to a woman holding a sign
data/NER_data/twitter2015_images/1032690.jpg,a woman is sitting in a room with a clock
data/NER_data/twitter2015_images/1033456.jpg,a close up of a white toilet in a bathroom
data/NER_data/twitter2015_images/1033482.jpg,a black and white photo of a cat
data/NER_data/twitter2015_images/1034000.jpg,a black and white photo of a man
data/NER_data/twitter2015_images/1034154.jpg,a close up of a vase of flowers on a table
data/NER_data/twitter2015_images/1034298.jpg,a red and white sign that reads <unk> <unk>
data/NER_data/twitter2015_images/1034395.jpg,a group of men standing next to each other
data/NER_data/twitter2015_images/10344.jpg,a woman in a dress holding a tennis racquet
data/NER_data/twitter2015_images/1034408.jpg,a man in a field with a frisbee
data/NER_data/twitter2015_images/1034441.jpg,a person riding a surf board on a body of water
data/NER_data/twitter2015_images/1034449.jpg,a man standing on top of a pile of rocks
data/NER_data/twitter2015_images/1034584.jpg,a group of young people standing around a soccer field
data/NER_data/twitter2015_images/1034598.jpg,a close up of a sign on a wall
data/NER_data/twitter2015_images/1034727.jpg,a man standing next to a woman with a dog
data/NER_data/twitter2015_images/1035146.jpg,a man in a blue shirt and a tie
data/NER_data/twitter2015_images/1035303.jpg,a close up of a person wearing a tie
data/NER_data/twitter2015_images/1036168.jpg,a close up of a animal with a blurry background
data/NER_data/twitter2015_images/1036934.jpg,a close up of a sign on a wall
data/NER_data/twitter2015_images/1037055.jpg,a close up of a pair of shoes on the floor
data/NER_data/twitter2015_images/1037091.jpg,a group of people standing next to each other
data/NER_data/twitter2015_images/1037160.jpg,a person holding a pair of black shoes
data/NER_data/twitter2015_images/1037210.jpg,a man wearing a hat and holding a clock
data/NER_data/twitter2015_images/1037257.jpg,a sign that says <unk> <unk> <unk> on it
data/NER_data/twitter2015_images/1037986.jpg,a boy in a red shirt playing with a white frisbee
data/NER_data/twitter2015_images/1038040.jpg,a sign that says <unk> <unk> <unk>
data/NER_data/twitter2015_images/1038122.jpg,a man standing on a platform near a train
data/NER_data/twitter2015_images/10382.jpg,a man wearing a suit and tie
data/NER_data/twitter2015_images/1038297.jpg,a picture of a bunch of birds on a tree
data/NER_data/twitter2015_images/1038302.jpg,a man with a beard and a hat
data/NER_data/twitter2015_images/1038311.jpg,a group of police officers standing next to each other
data/NER_data/twitter2015_images/10384.jpg,a close up of a person wearing a tie
data/NER_data/twitter2015_images/1038826.jpg,a man is standing on top of a mountain
data/NER_data/twitter2015_images/1039325.jpg,a close up of a person wearing a hat
data/NER_data/twitter2015_images/1039719.jpg,a blue and white train traveling down train tracks
data/NER_data/twitter2015_images/1039908.jpg,a close up of a person with a tie
data/NER_data/twitter2015_images/1040037.jpg,a man with a beard and a tie
data/NER_data/twitter2015_images/1040080.jpg,a woman in a pink dress is holding a cell phone
data/NER_data/twitter2015_images/1040155.jpg,a close up of a mirror on a wall
data/NER_data/twitter2015_images/1040400.jpg,a group of people standing on top of a beach
data/NER_data/twitter2015_images/1040568.jpg,a couple of people that are holding a sign
data/NER_data/twitter2015_images/1040629.jpg,a couple of people standing next to each other
data/NER_data/twitter2015_images/1040724.jpg,a man is standing in front of a kitchen counter
data/NER_data/twitter2015_images/1040744.jpg,a woman wearing a scarf and tie
data/NER_data/twitter2015_images/1040807.jpg,a couple of men standing next to each other
data/NER_data/twitter2015_images/1041123.jpg,a close up of the snow covered in snow
data/NER_data/twitter2015_images/1041220.jpg,a black and white photo of a man on a skateboard
data/NER_data/twitter2015_images/1041792.jpg,a couple of benches sitting in a room
data/NER_data/twitter2015_images/1042086.jpg,a man standing next to a group of people
data/NER_data/twitter2015_images/1042185.jpg,a close up of a person holding a cell phone
data/NER_data/twitter2015_images/1042297.jpg,a couple of people that are standing around
data/NER_data/twitter2015_images/1042378.jpg,a man standing on a street next to a building
data/NER_data/twitter2015_images/1042548.jpg,a close up of a person holding a <unk>
data/NER_data/twitter2015_images/1042724.jpg,a close up of a person holding a toothbrush
data/NER_data/twitter2015_images/1042755.jpg,a group of three men standing next to each other
data/NER_data/twitter2015_images/1042987.jpg,a man is sitting on a bed in a room
data/NER_data/twitter2015_images/1043018.jpg,a close up of a person wearing a tie
data/NER_data/twitter2015_images/1043175.jpg,a man standing next to a brick wall
data/NER_data/twitter2015_images/1043329.jpg,a book case sitting on top of a wooden table
data/NER_data/twitter2015_images/1043919.jpg,a black dog laying on a blanket in a room
data/NER_data/twitter2015_images/1043925.jpg,a couple of women standing next to each other
data/NER_data/twitter2015_images/1044004.jpg,a man in a white shirt and black tie
data/NER_data/twitter2015_images/1044009.jpg,a close up of a cat sleeping on a couch
data/NER_data/twitter2015_images/1044038.jpg,a close up of a red frisbee in a parking lot
data/NER_data/twitter2015_images/1044555.jpg,a person standing in a room with a clock
data/NER_data/twitter2015_images/1044690.jpg,a collage of photos with a christmas tree
data/NER_data/twitter2015_images/1045029.jpg,a black and white photo of a man wearing a tie
data/NER_data/twitter2015_images/1045110.jpg,a group of people sitting around a table
data/NER_data/twitter2015_images/1045196.jpg,a person holding a smart phone in their hand
data/NER_data/twitter2015_images/1045634.jpg,a black and white photo of a man holding a skateboard
data/NER_data/twitter2015_images/1045698.jpg,a black and white photo of a man wearing a tie
data/NER_data/twitter2015_images/1045801.jpg,a blurry photo of a car driving down a street
data/NER_data/twitter2015_images/1045923.jpg,a man standing in front of a wall holding a baseball bat
data/NER_data/twitter2015_images/1046070.jpg,a couple of people standing next to each other
data/NER_data/twitter2015_images/1046234.jpg,a car parked in front of a car
data/NER_data/twitter2015_images/1046662.jpg,a man with a hat and a tie
data/NER_data/twitter2015_images/1046679.jpg,a television screen with a man in a suit and tie
data/NER_data/twitter2015_images/1046722.jpg,a black and white photo of a cat
data/NER_data/twitter2015_images/1046804.jpg,a sign that is on the side of a building
data/NER_data/twitter2015_images/1046890.jpg,a close up of a bird on a snowy surface
data/NER_data/twitter2015_images/1046958.jpg,a woman holding a sign in front of a building
data/NER_data/twitter2015_images/1047400.jpg,a man is holding a book in his hand
data/NER_data/twitter2015_images/1047447.jpg,a man is looking at the camera with a bottle of wine
data/NER_data/twitter2015_images/1047459.jpg,a black and white photo of a person holding a banana
data/NER_data/twitter2015_images/1047944.jpg,a close up of a sign that reads <unk> <unk>
data/NER_data/twitter2015_images/1048205.jpg,a close up of a pink towel on a towel
data/NER_data/twitter2015_images/1048217.jpg,a black and white photo of a man
data/NER_data/twitter2015_images/1049647.jpg,a person standing in front of a building
data/NER_data/twitter2015_images/1049683.jpg,a man is standing in front of a train
data/NER_data/twitter2015_images/1050376.jpg,a close up of a mirror on a wall
data/NER_data/twitter2015_images/1050539.jpg,a close up of a plate of food with broccoli
data/NER_data/twitter2015_images/1051217.jpg,a black and white photo of a bear in the snow
data/NER_data/twitter2015_images/1051253.jpg,a group of people on a field playing baseball
data/NER_data/twitter2015_images/1051340.jpg,a black and white photo of a man wearing a hat
data/NER_data/twitter2015_images/1051668.jpg,a close up of a person wearing a tie
data/NER_data/twitter2015_images/1052096.jpg,a man is standing next to a stop sign
data/NER_data/twitter2015_images/1052633.jpg,a close up of a person wearing a tie
data/NER_data/twitter2015_images/1052805.jpg,a man standing in front of a car
data/NER_data/twitter2015_images/1053356.jpg,a person holding a cell phone in their hand
data/NER_data/twitter2015_images/1053452.jpg,a close up of a dog sleeping on a couch
data/NER_data/twitter2015_images/1053465.jpg,a man is laying down on a beach
data/NER_data/twitter2015_images/1053738.jpg,a close up of a person holding a baseball bat
data/NER_data/twitter2015_images/1053812.jpg,a woman holding a cell phone in her hand
data/NER_data/twitter2015_images/1053934.jpg,a group of people standing on top of a snow covered slope
data/NER_data/twitter2015_images/1054263.jpg,a group of three men sitting on top of a field
data/NER_data/twitter2015_images/1054757.jpg,a sign that says <unk> <unk> <unk> on it
data/NER_data/twitter2015_images/1055064.jpg,a couple of men standing next to each other
data/NER_data/twitter2015_images/1056248.jpg,a woman is sitting on the floor holding a book
data/NER_data/twitter2015_images/1056382.jpg,a painting of a person sitting on a bench
data/NER_data/twitter2015_images/1056470.jpg,a sign that says <unk> <unk> <unk> on it
data/NER_data/twitter2015_images/1056727.jpg,there is a sign that says <unk> <unk>
data/NER_data/twitter2015_images/1056846.jpg,a woman is standing in front of a mirror
data/NER_data/twitter2015_images/1056904.jpg,a black and white picture of a cat
data/NER_data/twitter2015_images/1057180.jpg,a poster of a woman in a white dress
data/NER_data/twitter2015_images/1057581.jpg,a black and white photo of a person flying a kite
data/NER_data/twitter2015_images/1058196.jpg,a man standing next to a giant bird
data/NER_data/twitter2015_images/1058383.jpg,a man in a field with a soccer ball
data/NER_data/twitter2015_images/1058636.jpg,a view of a city at night with a city skyline in the background
data/NER_data/twitter2015_images/1059011.jpg,a view of a street sign in the middle of the road
data/NER_data/twitter2015_images/1059833.jpg,a man is standing in front of an open laptop
data/NER_data/twitter2015_images/1059975.jpg,a black and white photo of a person holding a pair of scissors
data/NER_data/twitter2015_images/106.jpg,a woman is looking at her cell phone
data/NER_data/twitter2015_images/1060397.jpg,a man is playing a game on the floor
data/NER_data/twitter2015_images/1060627.jpg,a car parked on the side of the road
data/NER_data/twitter2015_images/1060749.jpg,a car is parked on the side of the road
data/NER_data/twitter2015_images/1061350.jpg,a couple of people standing next to each other
data/NER_data/twitter2015_images/1061422.jpg,a close up of a street sign on a street
data/NER_data/twitter2015_images/1061447.jpg,a close up of a person wearing a hat and a tie
data/NER_data/twitter2015_images/1061453.jpg,a close up of a person with a hat on
data/NER_data/twitter2015_images/1061488.jpg,a close up of a person wearing a hat and a tie
data/NER_data/twitter2015_images/1061504.jpg,a street with a few people walking on it
data/NER_data/twitter2015_images/1061513.jpg,a city street with cars and buildings on the side
data/NER_data/twitter2015_images/1061636.jpg,a group of people sitting on top of a boat
data/NER_data/twitter2015_images/10625.jpg,a close up of a street sign on the side of a building
data/NER_data/twitter2015_images/1062575.jpg,a close up of a sign on a wall
data/NER_data/twitter2015_images/1062760.jpg,a close up of a cat laying on a pillow
data/NER_data/twitter2015_images/1062763.jpg,there is a sign that says <unk> <unk>
data/NER_data/twitter2015_images/1062932.jpg,a man is sitting in front of a television
data/NER_data/twitter2015_images/1063211.jpg,there is a pink umbrella that is on the ground
data/NER_data/twitter2015_images/1063216.jpg,a pink umbrella that is sitting in the grass
data/NER_data/twitter2015_images/1063328.jpg,a bird is standing on the edge of the water
data/NER_data/twitter2015_images/1063523.jpg,a collage of photos with a pair of shoes
data/NER_data/twitter2015_images/1063599.jpg,a close up of a clock on a table
data/NER_data/twitter2015_images/1063738.jpg,a couple of teddy bears sitting next to each other
data/NER_data/twitter2015_images/1063819.jpg,a black and white photo of a clock
data/NER_data/twitter2015_images/1063886.jpg,a close up of a bird flying in the air
data/NER_data/twitter2015_images/1063983.jpg,a man wearing a black shirt is using a skateboard
data/NER_data/twitter2015_images/1063994.jpg,a close up of a plate of food with vegetables
data/NER_data/twitter2015_images/1064020.jpg,an airplane that is on a runway in the grass
data/NER_data/twitter2015_images/1064098.jpg,a man with a tie and a shirt
data/NER_data/twitter2015_images/1064107.jpg,a plane that is flying in the air
data/NER_data/twitter2015_images/1065172.jpg,a man sitting on a bench looking at the camera
data/NER_data/twitter2015_images/1065353.jpg,a man standing in front of a laptop computer
data/NER_data/twitter2015_images/1065405.jpg,a man with a knife cutting into a cake
data/NER_data/twitter2015_images/1065472.jpg,a man is riding a bike on the street
data/NER_data/twitter2015_images/1065513.jpg,a man in a suit and tie is holding a sign
data/NER_data/twitter2015_images/1065674.jpg,a close up of a sign with a message on it
data/NER_data/twitter2015_images/1065962.jpg,a man is standing in the woods with a hat
data/NER_data/twitter2015_images/1066364.jpg,a close up of a person wearing a tie
data/NER_data/twitter2015_images/1066414.jpg,a man in a suit and tie sitting at a table
data/NER_data/twitter2015_images/1067935.jpg,a close up of a bowl of food on a table
data/NER_data/twitter2015_images/1068402.jpg,the sun is setting on a cloudy day
data/NER_data/twitter2015_images/1070462.jpg,a picture of a woman holding a cellphone
data/NER_data/twitter2015_images/1071197.jpg,a woman in a white dress and a hat
data/NER_data/twitter2015_images/10713.jpg,a sign that is on a pole
data/NER_data/twitter2015_images/1071474.jpg,a black and white photo of a person wearing a suit and tie
data/NER_data/twitter2015_images/1072361.jpg,a woman holding a cell phone in her hand
data/NER_data/twitter2015_images/1072793.jpg,a couple of people that are sitting on a bench
data/NER_data/twitter2015_images/1072813.jpg,a man with a tie standing in a room
data/NER_data/twitter2015_images/1073089.jpg,a picture of a woman in a dark room
data/NER_data/twitter2015_images/1073787.jpg,a baseball player is holding a ball in his hand
data/NER_data/twitter2015_images/1074529.jpg,a man is sitting at a desk in front of a mirror
data/NER_data/twitter2015_images/1074531.jpg,a view of a city with many cars in the background
data/NER_data/twitter2015_images/1074544.jpg,a group of people sitting on a bench
data/NER_data/twitter2015_images/1074779.jpg,a black and white photo of a black and white photo
data/NER_data/twitter2015_images/1074797.jpg,a close up of a bird flying above a tree
data/NER_data/twitter2015_images/1074971.jpg,a black and white photo of a clock
data/NER_data/twitter2015_images/1075133.jpg,a large group of people sitting on a bench
data/NER_data/twitter2015_images/1075717.jpg,a group of people sitting on a bench near a tree
data/NER_data/twitter2015_images/1075843.jpg,a large crowd of people standing in a field
data/NER_data/twitter2015_images/1075863.jpg,a view of a building from the side of a building
data/NER_data/twitter2015_images/1076039.jpg,a large group of people standing in front of a building
data/NER_data/twitter2015_images/1076201.jpg,a man is standing in a field of grass
data/NER_data/twitter2015_images/1076865.jpg,a view of a house with a tree in the background
data/NER_data/twitter2015_images/1076874.jpg,a room that has a wooden floor in it
data/NER_data/twitter2015_images/1077062.jpg,a wooden door with a wooden bench in it
data/NER_data/twitter2015_images/1077098.jpg,a black and white photo of a bench
data/NER_data/twitter2015_images/1077115.jpg,a wooden bench sitting in front of a building
data/NER_data/twitter2015_images/1077131.jpg,a view of a city from a window
data/NER_data/twitter2015_images/1077275.jpg,a group of people walking across a bridge
data/NER_data/twitter2015_images/1077733.jpg,a black bear sitting on the ground next to a plant
data/NER_data/twitter2015_images/1077743.jpg,a picture of a person with a tie
data/NER_data/twitter2015_images/1078216.jpg,a man and woman standing next to each other
data/NER_data/twitter2015_images/1078387.jpg,a painting of a man and a woman
data/NER_data/twitter2015_images/1078506.jpg,a man is standing on the edge of the water
data/NER_data/twitter2015_images/1078603.jpg,a close up of a person wearing a tie
data/NER_data/twitter2015_images/1078627.jpg,a woman in a black dress holding a cell phone
data/NER_data/twitter2015_images/10788.jpg,a close up of a person holding a frisbee
data/NER_data/twitter2015_images/1078832.jpg,a group of people playing a game of frisbee
data/NER_data/twitter2015_images/10790.jpg,a close up of a vase with flowers in it
data/NER_data/twitter2015_images/10793.jpg,a fire hydrant in a dark room in a dark room
data/NER_data/twitter2015_images/1079515.jpg,a man standing next to a woman on a sidewalk
data/NER_data/twitter2015_images/1080036.jpg,a black and white photo of a sunset
data/NER_data/twitter2015_images/1080178.jpg,a woman holding a cell phone in her hand
data/NER_data/twitter2015_images/1080254.jpg,a poster of the name of a <unk>
data/NER_data/twitter2015_images/1080632.jpg,a man standing in front of a black and white umbrella
data/NER_data/twitter2015_images/1081391.jpg,a car parked on the side of a road with a sky background
data/NER_data/twitter2015_images/1081439.jpg,a picture of a book with a picture of a bird
data/NER_data/twitter2015_images/1081465.jpg,a close up of a metal rack on a bus
